timestamp,factor,MSFT,AAPL,XOM,JPM,JNJ,CAT,PG,AMZN,ECL,NEE,PLD,GOOGL
2005-07-07,XLB,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-07,XLU,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-08,SPY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-08,XLK,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-08,XLF,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-08,XLV,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-08,XLE,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-08,XLI,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-08,XLP,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-08,XLY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-08,XLB,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-08,XLU,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-11,SPY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-11,XLK,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-11,XLF,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-11,XLV,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-11,XLE,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-11,XLI,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-11,XLP,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-11,XLY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-11,XLB,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-11,XLU,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-12,SPY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-12,XLK,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-12,XLF,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-12,XLV,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-12,XLE,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-12,XLI,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-12,XLP,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-12,XLY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-12,XLB,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-12,XLU,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-13,SPY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-13,XLK,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-13,XLF,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-13,XLV,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-13,XLE,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-13,XLI,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-13,XLP,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-13,XLY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-13,XLB,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-13,XLU,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-14,SPY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-14,XLK,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-14,XLF,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-14,XLV,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-14,XLE,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-14,XLI,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-14,XLP,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-14,XLY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-14,XLB,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-14,XLU,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-15,SPY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-15,XLK,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-15,XLF,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-15,XLV,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-15,XLE,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-15,XLI,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-15,XLP,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-15,XLY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-15,XLB,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-15,XLU,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-18,SPY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-18,XLK,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-18,XLF,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-18,XLV,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-18,XLE,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-18,XLI,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-18,XLP,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-18,XLY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-18,XLB,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-18,XLU,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-19,SPY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-19,XLK,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-19,XLF,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-19,XLV,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-19,XLE,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-19,XLI,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-19,XLP,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-19,XLY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-19,XLB,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-19,XLU,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-20,SPY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-20,XLK,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-20,XLF,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-20,XLV,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-20,XLE,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-20,XLI,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-20,XLP,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-20,XLY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-20,XLB,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-20,XLU,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-21,SPY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-21,XLK,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-21,XLF,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-21,XLV,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-21,XLE,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-21,XLI,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-21,XLP,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-21,XLY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-21,XLB,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-21,XLU,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-22,SPY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-22,XLK,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-22,XLF,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-22,XLV,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-22,XLE,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-22,XLI,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-22,XLP,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-22,XLY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-22,XLB,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-22,XLU,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-25,SPY,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
2005-07-25,XLK,-0.10531612528085701,0.06440149849539406,-0.09081669391574088,0.20336481223999708,-0.1015148163494136,0.1130680306279373,0.020712922146532642,-0.10697168786339108,0.023642461772733755,0.999243874641224,0.3629796734990807,0.32956379715213113
